tshirt,positive_pant,detailed,medium,low,empty,dif
106423412,165686955,An image of a pastel-toned vertical-stripe pleated cotton midi skirt with an A-line fit and soft flowy drape,Generate an image of a pleated midi skirt with pastel vertical stripes,Generate an image of a pleated midi skirt, ,"A photo of a Skirt, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
189989143,194748170,"An image of  medium-wash blue stretch denim distressed skinny jeans with a five-pocket design, ripped knees, and a close fitted silhouette",Generate an image of medium-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
163349244,164678768,An image of a brown satin high-waisted A-line skirt featuring blue floral embroidery,Generate an image of a brown satin high-waisted A-line skirt,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
163349244,164678768,An image of a brown satin high-waisted A-line skirt featuring blue floral embroidery,Generate an image of a brown satin high-waisted A-line skirt,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Mini Dress, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Mini Dress, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Mini Dress, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Dress, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Mini Dress, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Mini Dress, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Dress, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Mini Dress, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Dress, on white background, high quality."
157296001,188882476,"An image of a black cotton T-shirt mini dress with a crew neckline, short sleeves, relaxed fit, and above-the-knee hem",Generate an image of a black T-shirt mini dress with a casual fit,Generate an image of a mini T-shirt dress, ,"A photo of a Mini Dress, on white background, high quality."
184750595,178821517,"An image of charcoal knit jogger sweatpants  in a slim fit, featuring an elastic drawstring waistband and ribbed cuffs",Generate an image of charcoal slim fit jogger sweatpants,Generate an image of jogger sweatpants, ,"A photo of a Joggers, on white background, high quality."
145417179,190850092,An image of a grey wool-blend A-line mini skirt with side buttons and a structured mini-length silhouette,Generate an image of a grey A-line mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
176973101,178376658,"An image of a black satin slip dress with minimalist styling, delicate spaghetti straps, a sleek body-skimming fit, and lustrous smooth fabric",Generate an image of a black satin slip dress with a slim fit,Generate an image of a slip dress, ,"A photo of a Satin Slip Dress, on white background, high quality."
176973101,178376658,"An image of a black satin slip dress with minimalist styling, delicate spaghetti straps, a sleek body-skimming fit, and lustrous smooth fabric",Generate an image of a black satin slip dress with a slim fit,Generate an image of a slip dress, ,"A photo of a Satin Slip Dress, on white background, high quality."
161541442,192398380,"An image of camel slim-fit  dress trousers in a lightweight wool-blend fabric, featuring a tailored mid-rise waistband, pressed front creases, and tapered legs",Generate an image of camel slim-fit dress trousers,Generate an image of dress trousers, ,"A photo of a Trousers, on white background, high quality."
195460591,195286540,"An image of ivory high-waisted  tailored dress pants crafted from smooth suiting fabric in a slim straight fit, featuring front pleats, sharp crease lines, side pockets, and a clean waistband",Generate an image of ivory high-waisted tailored dress pants in a slim fit,Generate an image of tailored dress pants, ,"A photo of a Dress Pants, on white background, high quality."
195460591,195286540,"An image of ivory high-waisted  tailored dress pants crafted from smooth suiting fabric in a slim straight fit, featuring front pleats, sharp crease lines, side pockets, and a clean waistband",Generate an image of ivory high-waisted tailored dress pants in a slim fit,Generate an image of tailored dress pants, ,"A photo of a Dress Pants, on white background, high quality."
195460591,195286540,"An image of ivory high-waisted  tailored dress pants crafted from smooth suiting fabric in a slim straight fit, featuring front pleats, sharp crease lines, side pockets, and a clean waistband",Generate an image of ivory high-waisted tailored dress pants in a slim fit,Generate an image of tailored dress pants, ,"A photo of a Dress Pants, on white background, high quality."
175925143,184587834,"An image of a black pleated mini skirt in lightweight polyester fabric, high-waisted mini length, featuring crisp knife pleats and a detachable gold chain belt",Generate an image of a black high-waisted pleated mini skirt with a gold chain belt,Generate an image of a pleated mini skirt, ,"A photo of a Skirt, on white background, high quality."
151580173,136478078,"Generate an image of black cotton-blend jogger sweatpants with an all-over red “100” emoji print, tapered athletic fit, elastic drawstring waistband, and ribbed cuffed ankles",Generate an image of black tapered jogger sweatpants with a “100” emoji print,Generate an image of emoji-print jogger pants, ,"A photo of a Sweatpants, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
192410604,184915140,"An image of  black velvet skinny jeans made from plush velvet fabric, mid-rise waist, classic five-pocket design, concealed zip fly, and a sleek figure-hugging silhouette",Generate an image of black velvet skinny jeans with a skinny fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
181156116,191896223,"An image of a dark blue denim A-line midi skirt with a button-front closure, fitted waistband, flared silhouette, and classic jean stitching",Generate an image of a dark blue denim A-line midi skirt,Generate an image of a midi skirt, ,"A photo of a Skirt, on white background, high quality."
178886969,191848206,"An image of a black high-waist A-line knee-length skirt made from smooth cotton-blend fabric, fitted at the waist and gently flaring to the hem",Generate an image of a black knee-length A-line skirt with a high waist,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
178886969,191848206,"An image of a black high-waist A-line knee-length skirt made from smooth cotton-blend fabric, fitted at the waist and gently flaring to the hem",Generate an image of a black knee-length A-line skirt with a high waist,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
178886969,191848206,"An image of a black high-waist A-line knee-length skirt made from smooth cotton-blend fabric, fitted at the waist and gently flaring to the hem",Generate an image of a black knee-length A-line skirt with a high waist,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
178886969,191848206,"An image of a black high-waist A-line knee-length skirt made from smooth cotton-blend fabric, fitted at the waist and gently flaring to the hem",Generate an image of a black knee-length A-line skirt with a high waist,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
178886969,191848206,"An image of a black high-waist A-line knee-length skirt made from smooth cotton-blend fabric, fitted at the waist and gently flaring to the hem",Generate an image of a black knee-length A-line skirt with a high waist,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
178886969,191848206,"An image of a black high-waist A-line knee-length skirt made from smooth cotton-blend fabric, fitted at the waist and gently flaring to the hem",Generate an image of a black knee-length A-line skirt with a high waist,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
178886969,191848206,"An image of a black high-waist A-line knee-length skirt made from smooth cotton-blend fabric, fitted at the waist and gently flaring to the hem",Generate an image of a black knee-length A-line skirt with a high waist,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
178462723,173253633,"An image of light wash blue cotton denim mom jeans with a high-waisted rise, straight-leg fit, classic five-pocket design and belt loops",Generate an image of light wash high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
173211935,159368486,An image of cream lace crochet high-waist wide-leg palazzo pants featuring intricate openwork texture and flowing drape,Generate an image of cream wide-leg high-waist palazzo pants,Generate an image of palazzo pants, ,"A photo of a Palazzo Pants, on white background, high quality."
196385287,181698256,"An image of a teal faux leather pleated midi skirt with an A-line fit, crisp accordion pleats, and a contrasting striped elastic waistband",Generate an image of a teal midi pleated skirt with striped waistband,Generate an image of a pleated skirt, ,"A photo of a Skirt, on white background, high quality."
196385287,181698256,"An image of a teal faux leather pleated midi skirt with an A-line fit, crisp accordion pleats, and a contrasting striped elastic waistband",Generate an image of a teal midi pleated skirt with striped waistband,Generate an image of a pleated skirt, ,"A photo of a Skirt, on white background, high quality."
196385287,181698256,"An image of a teal faux leather pleated midi skirt with an A-line fit, crisp accordion pleats, and a contrasting striped elastic waistband",Generate an image of a teal midi pleated skirt with striped waistband,Generate an image of a pleated skirt, ,"A photo of a Skirt, on white background, high quality."
182003447,193066303,"An image of beige high-waisted skinny stretch pants in soft stretch cotton-blend fabric, slim fit through the legs with clean front waistband and subtle tonal stitching",Generate an image of beige high-waisted skinny pants with a slim fit,Generate an image of skinny pants, ,"A photo of a Pants, on white background, high quality."
145023146,143688620,"An image of  blue denim flared bell-bottom jeans with a high-rise fit, classic five-pocket styling, and wide dramatic flare from knee to hem",Generate an image of blue flared bell-bottom jeans,Generate an image of bell-bottom jeans, ,"A photo of a Jeans, on white background, high quality."
195895093,195894939,Generate an image of a red and black striped knit bodycon midi dress with 3/4 sleeves and a form-fitting silhouette,Generate an image of a striped bodycon midi dress with 3/4 sleeves,Generate an image of a bodycon midi dress, ,"A photo of a Dress, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
122344809,168357364,"An image of blue denim shorts made from sturdy cotton denim, featuring a high-waisted fit and a braided waistband",Generate an image of high-waisted blue denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
197315194,196985944,"An image of white stretch-denim high-waisted skinny jeans with a slim fit, classic five-pocket styling, and belt loops","Generate an image of white high-waist skinny jeans, slim fit",Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
197315194,196985944,"An image of white stretch-denim high-waisted skinny jeans with a slim fit, classic five-pocket styling, and belt loops","Generate an image of white high-waist skinny jeans, slim fit",Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
197315194,196985944,"An image of white stretch-denim high-waisted skinny jeans with a slim fit, classic five-pocket styling, and belt loops","Generate an image of white high-waist skinny jeans, slim fit",Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
197315194,196985944,"An image of white stretch-denim high-waisted skinny jeans with a slim fit, classic five-pocket styling, and belt loops","Generate an image of white high-waist skinny jeans, slim fit",Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
197315194,196985944,"An image of white stretch-denim high-waisted skinny jeans with a slim fit, classic five-pocket styling, and belt loops","Generate an image of white high-waist skinny jeans, slim fit",Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
174289385,189793538,"An image of an ivory chunky knit sweater dress with an oversized relaxed fit, featuring long sleeves, a ribbed crew neckline, and ribbed cuffs and hem",Generate an image of an ivory oversized sweater dress,Generate an image of a sweater dress, ,"A photo of a Dress, on white background, high quality."
174289385,189793538,"An image of an ivory chunky knit sweater dress with an oversized relaxed fit, featuring long sleeves, a ribbed crew neckline, and ribbed cuffs and hem",Generate an image of an ivory oversized sweater dress,Generate an image of a sweater dress, ,"A photo of a Dress, on white background, high quality."
188330332,188737093,"An image of  medium-wash denim straight-leg jeans with embellished cuffs, classic five-pocket styling, mid-rise waist, and a comfortable tailored fit",Generate an image of medium-wash straight-leg jeans with embellished cuffs,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
188330332,188737093,"An image of  medium-wash denim straight-leg jeans with embellished cuffs, classic five-pocket styling, mid-rise waist, and a comfortable tailored fit",Generate an image of medium-wash straight-leg jeans with embellished cuffs,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
172530138,154588377,"An image of black stretch denim slim-fit jeans with classic five-pocket styling, belt loops, and a zip fly",Generate an image of slim-fit black jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
172530138,154588377,"An image of black stretch denim slim-fit jeans with classic five-pocket styling, belt loops, and a zip fly",Generate an image of slim-fit black jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
172530138,154588377,"An image of black stretch denim slim-fit jeans with classic five-pocket styling, belt loops, and a zip fly",Generate an image of slim-fit black jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
172530138,154588377,"An image of black stretch denim slim-fit jeans with classic five-pocket styling, belt loops, and a zip fly",Generate an image of slim-fit black jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
172530138,154588377,"An image of black stretch denim slim-fit jeans with classic five-pocket styling, belt loops, and a zip fly",Generate an image of slim-fit black jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
172530138,154588377,"An image of black stretch denim slim-fit jeans with classic five-pocket styling, belt loops, and a zip fly",Generate an image of slim-fit black jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
172530138,154588377,"An image of black stretch denim slim-fit jeans with classic five-pocket styling, belt loops, and a zip fly",Generate an image of slim-fit black jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
188244939,195266256,"Generate an image of a black A-line wool skirt with a fitted waist and flared silhouette, featuring a gold Gucci GG belt at the waistband",Generate an image of a black A-line wool skirt with a gold belt,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
188244939,195266256,"Generate an image of a black A-line wool skirt with a fitted waist and flared silhouette, featuring a gold Gucci GG belt at the waistband",Generate an image of a black A-line wool skirt with a gold belt,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
188244939,195266256,"Generate an image of a black A-line wool skirt with a fitted waist and flared silhouette, featuring a gold Gucci GG belt at the waistband",Generate an image of a black A-line wool skirt with a gold belt,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
188244939,195266256,"Generate an image of a black A-line wool skirt with a fitted waist and flared silhouette, featuring a gold Gucci GG belt at the waistband",Generate an image of a black A-line wool skirt with a gold belt,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
167358699,168703206,"An image of a light wash denim A-line mini skirt with a high-rise fit, sturdy cotton fabric, subtle fading, and a raw frayed hem",Generate an image of a light wash A-line denim mini skirt with a high-waist fit,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
