tshirt,positive_pant,detailed,medium,low,empty,dif
207659916,191577607,"Generate an image of blush pink  shorts crafted from smooth crepe fabric, showcasing a tailored fit, high-waist cut, and subtle pressed pleats",Generate an image of blush pink high-waist tailored shorts,Generate an image of tailored shorts, ,"A photo of a Shorts, on white background, high quality."
164289231,154589737,An image of a black and grey tweed wrap mini skirt with an A-line fit and a fringed hem,Generate an image of a tweed wrap mini skirt with a fringe hem,Generate an image of a wrap mini skirt, ,"A photo of a Skirt, on white background, high quality."
149505200,136205824,"Generate an image of  beige cargo jogger pants in lightweight cotton fabric, showcasing a tropical floral print, relaxed tapered fit with an elastic waistband, cuffed ankles, and roomy side cargo pockets",Generate an image of beige tropical floral cargo jogger pants with a tapered jogger fit,Generate an image of floral cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
194260681,200036157,"Generate an image of a burgundy velvet skater skirt featuring a high waist, structured knife pleats, and a flared silhouette",Generate an image of a high-waisted pleated skater skirt in burgundy velvet,Generate an image of a pleated skater skirt, ,"A photo of a Skirt, on white background, high quality."
133959556,139219822,"An image of medium-wash blue denim boyfriend jeans with a relaxed fit, distressed rips and fading, cuffed hems, and classic five-pocket styling",Generate an image of medium-wash relaxed boyfriend jeans,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
85417262,91815808,"Generate an image of grey and white vertical striped skinny jeans in stretch denim, featuring a slim fit, classic five-pocket design, and ankle-length cut",Generate an image of grey-white vertical striped skinny jeans with a slim fit,Generate an image of striped skinny jeans, ,"A photo of a Jeans, on white background, high quality."
47385493,37350635,"An image of a beige pleated mini skirt made from lightweight cotton-blend fabric, A-line fit with sharp knife pleats and a fitted waistband",Generate an image of a beige pleated mini skirt in an A-line fit,Generate an image of a pleated mini skirt, ,"A photo of a Skirt, on white background, high quality."
146607534,103415258,An image of light wash denim high-waisted tapered mom jeans with a classic five-pocket design and button fly,Generate an image of light wash high-waisted tapered mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
182255607,174452107,"An image of camel-colored high-waist skinny stretch pants crafted from a stretchy cotton-blend fabric, featuring a sleek form-fitting silhouette and smooth flat front",Generate an image of camel high-waist skinny stretch pants,Generate an image of skinny pants, ,"A photo of a Pants, on white background, high quality."
182255607,174452107,"An image of camel-colored high-waist skinny stretch pants crafted from a stretchy cotton-blend fabric, featuring a sleek form-fitting silhouette and smooth flat front",Generate an image of camel high-waist skinny stretch pants,Generate an image of skinny pants, ,"A photo of a Stretch Pants, on white background, high quality."
150298969,135695313,An image of light-wash blue cotton denim mom jeans with a high-rise relaxed fit and distressed ripped details along the legs,Generate an image of light-wash relaxed-fit mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
94595064,116798789,An image of white cotton high-waist wide-leg culotte pants with a relaxed fit and clean hems,Generate an image of white high-waisted wide-leg culotte pants,Generate an image of culotte pants, ,"A photo of a Culotte Pants, on white background, high quality."
142246612,145417175,"An image of olive green cotton wide-leg culottes, cropped at mid-calf, with a high waist, front pleats, and side pockets",Generate an image of olive green wide-leg cropped culottes,Generate an image of cropped culottes, ,"A photo of a Culottes, on white background, high quality."
139061760,135536681,"An image of a black high-waisted skater mini skirt made from soft cotton-blend fabric, fitted at the waist and flaring out with an above-the-knee hem",Generate an image of a black high-waisted flared skater mini skirt,Generate an image of a skater skirt, ,"A photo of a Skirt, on white background, high quality."
180709285,181601193,An image of a white tulle knee-length A-line skirt with a fitted waistband and softly layered sheer fabric,Generate an image of a white knee-length A-line skirt,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
46886009,18643756,"Generate an image of a mint green sleeveless skater dress in lightweight woven fabric, fitted at the waist with a flared skirt and finished with a delicate lace neckline","Generate an image of a mint green skater dress, sleeveless with a lace neckline and flared hem",Generate an image of a skater dress, ,"A photo of a Skirt, on white background, high quality."
147333176,137627579,An image of distressed blue denim cut-off shorts with a frayed hem and relaxed mid-rise fit,Generate an image of distressed cut-off denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
32078384,51039850,An image of a black textured knit fit-and-flare skater dress with a cinched waist and flared skirt,Generate an image of a black fit-and-flare skater dress,Generate an image of a skater dress, ,"A photo of a Dress, on white background, high quality."
89406225,99141142,"An image of  black faux leather skinny pants with a high-rise waist, sleek form-fitting legs, and minimal seam detailing",Generate an image of black faux leather skinny pants with a slim fit,Generate an image of skinny faux leather pants, ,"A photo of a Skinny Pants, on white background, high quality."
115482204,116219028,"An image of black straight-leg dress trousers crafted from smooth wool-blend suiting fabric, featuring a mid-rise waist, tailored fit, front zip-and-hook closure, and crisp pressed creases",Generate an image of straight-leg dress trousers with a tailored fit,Generate an image of dress trousers, ,"A photo of a Trousers, on white background, high quality."
202199389,98560243,"An image of a rose gold sequin midi pencil skirt with a high waist, form-fitting silhouette, and shimmering all-over sequins",Generate an image of a rose gold slim-fit sequin midi pencil skirt,Generate an image of a sequin pencil skirt, ,"A photo of a Skirt, on white background, high quality."
178411410,180519488,"An image of beige high-waisted palazzo wide-leg pants made from lightweight woven fabric, featuring a flowing drape and relaxed, roomy fit",Generate an image of beige palazzo wide-leg pants with a high waist,Generate an image of palazzo pants, ,"A photo of a Palazzo Pants, on white background, high quality."
178411410,180519488,"An image of beige high-waisted palazzo wide-leg pants made from lightweight woven fabric, featuring a flowing drape and relaxed, roomy fit",Generate an image of beige palazzo wide-leg pants with a high waist,Generate an image of palazzo pants, ,"A photo of a Pants, on white background, high quality."
97742064,40746094,"An image of  grey wool tailored dress shorts with a mid-rise waist, sharp front pleats, slim fit, and hidden zip closure","Generate an image of grey wool tailored dress shorts, slim fit",Generate an image of tailored dress shorts, ,"A photo of a Dress Shorts, on white background, high quality."
119673170,52779060,"An image of a burgundy polka-dot sleeveless skater dress in a lightweight woven fabric, featuring a fitted bodice, flared skirt, and knee-length hem",Generate an image of a burgundy fit-and-flare sleeveless skater dress,Generate an image of a skater dress, ,"A photo of a Skater Dress, on white background, high quality."
214628428,210290886,"An image of  light wash denim high-rise distressed skinny jeans with ripped knees, subtle whiskering, and classic five-pocket styling",Generate an image of light wash high-rise skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
184979095,182892703,"An image of  blue ripped skinny denim jeans made from stretch denim, featuring distressed knees, classic five-pocket styling, and a body-hugging fit",Generate an image of blue skinny denim jeans with a snug fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
147597495,145299000,"An image of  dark blue distressed skinny denim jeans with a form-fitting silhouette, five-pocket design, and frayed detailing",Generate an image of  dark blue skinny jeans with distressed accents,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
105566433,106627438,"Generate an image of white high-waisted denim cutoff shorts with a relaxed fit, classic five-pocket styling, and raw frayed hems crafted from sturdy cotton denim",Generate an image of white high-waisted denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
197974671,172017618,"An image of light grey slim-fit denim jeans featuring classic five-pocket styling, a button fly, and belt loops",Generate an image of slim-fit denim jeans in light grey,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
201162977,201162988,"An image of light blue slim-fit dress trousers crafted from smooth woven suiting fabric, mid-rise waist with belt loops, pressed front creases and clean tailored hems",Generate an image of slim-fit light blue dress trousers,Generate an image of dress trousers, ,"A photo of a Trousers, on white background, high quality."
203644375,162887703,"An image of  blue distressed denim cutoff shorts made from rugged cotton denim, casual fit with frayed raw hems and whiskering details",Generate an image of blue denim cutoff shorts in a relaxed fit,Generate an image of cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
50690385,48304560,"An image of light wash distressed denim cutoff shorts with a relaxed mid-rise fit, shredded detailing, and frayed raw hems",Generate an image of light wash denim cutoff shorts with distressed accents,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
156781596,218380383,"An image of a grey plaid bodycon mini slip dress crafted from stretch polyester-blend fabric, featuring a snug fit, straight neckline, adjustable spaghetti straps, and all-over plaid pattern",Generate an image of a fitted grey plaid bodycon mini slip dress,Generate an image of a bodycon mini slip dress, ,"A photo of a Mini Slip Dress, on white background, high quality."
149110919,157690162,An image of an ivory chiffon flowy midi skirt with a relaxed A-line silhouette and soft draped pleats,Generate an image of a flowy chiffon midi skirt with a relaxed fit,Generate an image of a flowy midi skirt, ,"A photo of a Skirt, on white background, high quality."
146607534,146643516,"An image of an olive green wrap midi skirt in lightweight woven fabric, mid-calf length with a tie-waist wrap fit and a contrasting navy pleated insert for added movement",Generate an image of an olive wrap midi skirt with pleated insert,Generate an image of a wrap midi skirt, ,"A photo of a Skirt, on white background, high quality."
149760464,150526427,"Generate an image of black high-waisted coated skinny jeans made from stretch denim with a glossy finish, featuring five-pocket styling, belt loops, and a zip fly",Generate an image of black high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
170868218,178055688,"An image of a blue denim A-line mini skirt with a button-front placket, high-waist fit, slight flare, and visible twill texture",Generate an image of a blue A-line denim mini skirt,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
156981700,154111486,"An image of a black and blush colorblock pencil skirt made from stretchy crepe fabric, cut in a slim high-waisted fit, featuring a blush asymmetric peplum overlay and a subtle back vent",Generate an image of a slim colorblock pencil skirt with an asymmetric peplum,Generate an image of a pencil skirt with peplum, ,"A photo of a Skirt, on white background, high quality."
19052394,18082562,"An image of red cotton shorts with sharp pleats, cuffed hems, and a regular tailored fit",Generate an image of red tailored shorts,Generate an image of pleated shorts, ,"A photo of a Shorts, on white background, high quality."
119145365,119440985,"An image of  black slim-fit tailored dress pants in smooth wool-blend fabric, featuring a mid-rise waistband with belt loops, pressed front creases, slant pockets, and a concealed hook-and-bar closure",Generate an image of black slim-fit tailored dress pants  with front creases,Generate an image of  dress pants, ,"A photo of a Dress Pants, on white background, high quality."
136386839,131745589,"An image of  black skinny pants in stretch cotton fabric, featuring an all-over floral print, form-fitting silhouette, mid-rise waist, and clean hems",Generate an image of fitted floral skinny pants,Generate an image of skinny pants, ,"A photo of a Skinny Pants, on white background, high quality."
48291468,130766061,"An image of a black faux leather A-line mini skirt fitted at the waist, flaring to mid-thigh, with a smooth matte finish and a hidden back zipper",Generate an image of a black A-line faux leather mini skirt,Generate an image of a faux leather mini skirt, ,"A photo of a Skirt, on white background, high quality."
144994919,146809575,"An image of a white high-waisted midi pencil skirt in smooth woven fabric, slim fitted, featuring a clean waistband and a front slit",Generate an image of a white high-waisted midi pencil skirt with a front slit,Generate an image of a midi pencil skirt, ,"A photo of a Skirt, on white background, high quality."
51920651,112945528,"An image of light wash distressed high-waist denim shorts made from cotton denim with ripped detailing, raw frayed hems, and a relaxed fit",Generate an image of light wash high-waist denim shorts with distressed details,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
67200029,61292457,"An image of a black high-waisted stretch pencil skirt, knee length, crafted from form-fitting fabric for a sleek silhouette",Generate an image of a black knee-length high-waisted pencil skirt,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
119831896,118004728,"An image of  light-wash skinny denim jeans with a snug stretch fit, classic five-pocket styling, zip fly, belt loops, and subtle whiskering",Generate an image of light-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
98057288,94715143,"An image of a black tulle midi skirt with white polka dots, an asymmetrical layered hemline, and a flowy A-line fit",Generate an image of a black asymmetrical tulle midi skirt with polka dots,Generate an image of a polka dot midi skirt, ,"A photo of a Skirt, on white background, high quality."
100591374,63266016,"An image of  high-waist checkered cotton shorts made from lightweight cotton, featuring a tailored fit and classic check pattern",Generate an image of high-waisted checkered cotton shorts,Generate an image of checkered shorts, ,"A photo of a Shorts, on white background, high quality."
210468810,210435426,An image of blue distressed denim skinny jeans featuring a slim fit and frayed hems,Generate an image of blue skinny jeans with a slim fit and frayed hem,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
119188177,134360958,"An image of black satin high-waist shorts in a slim tailored fit, featuring glossy fabric and stud-embellished turn-up cuffs",Generate an image of black high-waist shorts with studded cuffs,Generate an image of high-waist shorts, ,"A photo of a Shorts, on white background, high quality."
86388517,86344848,"An image of light wash distressed boyfriend jeans made from denim, featuring a relaxed boyfriend fit, rolled cuffs, heavy fading, and ripped detailing",Generate an image of light wash relaxed-fit boyfriend jeans with cuffed hems,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
181710912,154718374,An image of light wash blue denim slim-fit cuffed jeans with five-pocket styling and rolled hems,Generate an image of slim-fit light wash jeans,Generate an image of cuffed jeans, ,"A photo of a Jeans, on white background, high quality."
150718858,183612626,"An image of light wash colorblock cropped flare denim jeans featuring contrasting panels, a high-rise waist, five-pocket styling, and a raw hem",Generate an image of light wash cropped flare jeans with colorblock panels,Generate an image of cropped flare jeans, ,"A photo of a Jeans, on white background, high quality."
188021860,205803325,"An image of a light blue floral cold-shoulder shift dress in lightweight chiffon, featuring a loose shift fit, above-the-knee length, and delicate shoulder cutouts",Generate an image of a light blue loose-fit cold-shoulder shift dress,Generate an image of a cold-shoulder shift dress, ,"A photo of a Shift Dress, on white background, high quality."
204143868,198615736,"An image of a white high-waisted midi skirt in lightweight fabric, featuring crisp all-over pleats and a graceful mid-calf drape",Generate an image of a white pleated high-waist midi skirt,Generate an image of a pleated midi skirt, ,"A photo of a Skirt, on white background, high quality."
131398305,127253837,"An image of black high-waisted ripped skinny jeans made of stretch denim, featuring distressed knee slits and a body-hugging fit",Generate an image of black skinny high-waisted jeans with ripped details,Generate an image of ripped skinny jeans, ,"A photo of a Jeans, on white background, high quality."
75124330,75419999,"An image of  denim short shorts in a pastel floral print, crafted from sturdy cotton denim, featuring a slim fitted cut, mid-rise waistband, and classic five-pocket styling",Generate an image of fitted denim short shorts with a pastel floral print,Generate an image of denim short shorts, ,"A photo of a Short Shorts, on white background, high quality."
65828877,80025293,"An image of  black high-waisted skinny jeans in stretch denim with a sleek form-fitting silhouette, five-pocket styling, and zip-fly closure",Generate an image of black high-waist skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
161283658,167965987,An image of  high-waisted beige and blue vertically striped linen shorts with a fitted waistband and relaxed leg openings,Generate an image of high-waisted beige and blue striped linen shorts,Generate an image of striped shorts, ,"A photo of a Shorts, on white background, high quality."
183150449,181870801,An image of olive green cotton pleated high-waist wide-leg trousers with tailored front creases,Generate an image of olive green high-waist wide-leg trousers,Generate an image of wide-leg trousers, ,"A photo of a Trousers, on white background, high quality."
51120510,54086919,"An image of light wash high-rise cutoff denim shorts made from sturdy cotton denim, featuring frayed raw hems and classic five-pocket styling",Generate an image of light wash high-rise cutoff denim shorts,Generate an image of denim cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
154860606,94131751,An image of  slim-straight dark wash cuffed denim jeans with five-pocket styling,Generate an image of slim-straight dark wash jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
177443642,166538329,An image of a blue tweed mini skirt with a fitted high-waist silhouette and fringe detailing along the hem,Generate an image of a fitted blue tweed mini skirt,Generate an image of a tweed mini skirt, ,"A photo of a Skirt, on white background, high quality."
209170833,165590838,"An image of blue floral high-waist wide-leg palazzo pants made from lightweight, flowy fabric",Generate an image of blue wide-leg palazzo pants,Generate an image of palazzo pants, ,"A photo of a Palazzo Pants, on white background, high quality."
148791376,154208995,"An image of a black suede A-line mini skirt with a button-front closure, soft texture, and flared silhouette",Generate an image of a black A-line mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
78407287,195248181,"An image of a black A-line mini skirt crafted from smooth woven fabric, fitted at the waist with a flared silhouette and sparkling jeweled front buttons",Generate an image of a black A-line mini skirt with jeweled buttons,Generate an image of an A-line mini skirt, ,"A photo of a Skirt, on white background, high quality."
85487672,104392441,"An image of  light blue high-waisted skinny jeans in stretch denim, figure-hugging fit with classic five-pocket styling, belt loops, and zip fly",Generate an image of light blue high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
66018624,72361793,"An image of  khaki chino shorts made of cotton twill, featuring a pleated front, cuffed hems, and a relaxed mid-thigh fit",Generate an image of khaki pleated chino shorts with cuffed hems,Generate an image of chino shorts, ,"A photo of a Khaki Chino Shorts, on white background, high quality."
166925029,181316073,"An image of  mid-rise skinny blue denim jeans made from stretch cotton denim, featuring a tapered leg, classic five-pocket styling, and a zip-fly with button closure",Generate an image of  skinny mid-rise blue jeans,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
170087112,173492779,An image of black and white abstract print cotton boxer shorts with a relaxed fit and an elastic waistband,Generate an image of black and white relaxed-fit boxer shorts,Generate an image of boxer shorts, ,"A photo of a Boxer Shorts, on white background, high quality."
71910873,71567933,An image of an emerald green high-waisted pleated skater skirt made from lightweight polyester fabric with an A-line flared silhouette,Generate an image of an emerald green high-waisted pleated skater skirt,Generate an image of a skater skirt, ,"A photo of a Skirt, on white background, high quality."
187741342,172047598,"An image of grey skinny-fit denim jeans made from stretch denim, featuring classic five-pocket styling, belt loops, and a zip fly",Generate an image of grey skinny denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
209784122,202478637,"An image of black ripped skinny jeans crafted from stretch denim with distressed detailing and a tight, form-fitting silhouette",Generate an image of black skinny jeans with ripped knees,Generate an image of ripped jeans, ,"A photo of a Jeans, on white background, high quality."
153817765,209033673,"An image of light acid-wash denim skinny jeans with a fitted silhouette, ripped knees, five-pocket styling, and belt loops",Generate an image of light acid-wash skinny jeans with a slim fit and ripped knees,Generate an image of skinny jeans with knee rips, ,"A photo of a Jeans, on white background, high quality."
193329765,193951678,"An image of a black high-waisted midi pencil skirt in smooth woven fabric, slim form-fitting silhouette with a clean straight hem",Generate an image of a black midi pencil skirt with a slim fit,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
164185623,157073308,"An image of silver metallic skinny jeans crafted from reflective coated denim, featuring a mid-rise waist, classic five-pocket styling, and an ultra-slim leg fit",Generate an image of silver metallic skinny jeans with a tight fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
190694216,186427004,An image of black velvet high-waist wide-leg trousers with a tailored waistband and elegant drape,Generate an image of black wide-leg high-waist trousers,Generate an image of trousers, ,"A photo of a Trousers, on white background, high quality."
96620788,116298927,"Generate an image of  black pleated ankle-length dress trousers in a lightweight wool-blend fabric, featuring a mid-rise tailored fit, front pleats, side pockets, and crisp pressed creases",Generate an image of black tailored ankle-length pleated dress trousers,Generate an image of pleated dress trousers, ,"A photo of a Trousers, on white background, high quality."
134901622,108705723,An image of black high-waisted distressed denim cutoff shorts with raw frayed hems and worn-in detailing,Generate an image of high-waisted black denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
144248025,146279944,"An image of burgundy stretch denim skinny jeans with a mid-rise waist, classic five-pocket styling, and a form-fitting silhouette",Generate an image of burgundy skinny-fit jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
93173411,108105790,An image of light-wash blue high-waisted distressed denim cutoff shorts with raw frayed hems and classic five-pocket styling,Generate an image of high-waisted cutoff denim shorts in a light wash,Generate an image of denim shorts, ,"A photo of a Shorts, on white background, high quality."
126622185,132010841,"An image of  black wide-leg tailored dress pants in smooth suiting fabric, featuring a high-rise waist, pressed front creases, and a relaxed yet polished fit",Generate an image of black wide-leg tailored dress pants,Generate an image of wide-leg dress pants, ,"A photo of a Dress Pants, on white background, high quality."
144637003,154035980,"An image of  black high-waisted skinny jeans in stretch denim, form-fitting with a five-pocket design, belt loops, and zip fly",Generate an image of black high-rise skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
133293599,140250804,"An image of  light-wash blue denim distressed skinny jeans with five-pocket styling, frayed knee details, and a figure-hugging skinny fit",Generate an image of light-wash distressed skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
77917435,132731529,An image of a white ribbed knit cotton-blend A-line mini skirt with a high-rise fitted waist and subtle vertical texture,Generate an image of a white A-line ribbed mini skirt,Generate an image of a ribbed mini skirt, ,"A photo of a Skirt, on white background, high quality."
194384965,183733788,"An image of cream high-waist wide-leg cropped culotte pants crafted from lightweight cotton fabric, featuring a tailored waistband and flowy mid-calf hem",Generate an image of cream high-waist wide-leg culotte pants,Generate an image of culotte pants, ,"A photo of a Culotte Pants, on white background, high quality."
147017156,147262049,"An image of a grey plaid pleated mini skirt made from wool-blend fabric, featuring sharp knife pleats, a high-rise waist and an A-line fit",Generate an image of a grey plaid pleated mini skirt with an A-line fit,Generate an image of a pleated mini skirt, ,"A photo of a Skirt, on white background, high quality."
154818255,151473661,"An image of a black ribbed knit sweater dress featuring a turtleneck collar, body-con fit, long sleeves, and figure-hugging silhouette",Generate an image of a black body-con turtleneck sweater dress,Generate an image of a sweater dress, ,"A photo of a Dress, on white background, high quality."
23888897,23450797,"An image of an ivory satin bubble mini skirt with a high-waisted fit, lustrous sheen, gathered bubble silhouette, and short hemline",Generate an image of an ivory bubble mini skirt with a voluminous fit,Generate an image of a bubble mini skirt, ,"A photo of a Skirt, on white background, high quality."
140599273,153747013,"An image of  high-waisted black denim skinny jeans with a slim, figure-hugging fit, classic five-pocket styling, button fly, and belt loops",Generate an image of black high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
91813561,91696458,"An image of a black-and-white zebra print wrap pencil skirt with a fitted silhouette in smooth woven fabric, featuring a tie-front detail",Generate an image of a fitted wrap pencil skirt in black and white zebra print,Generate an image of a zebra print pencil skirt, ,"A photo of a Skirt, on white background, high quality."
69306496,74317876,An image of a cream floral chiffon fit-and-flare sundress with a belted waist,Generate an image of a cream fit-and-flare sundress,Generate an image of a sundress, ,"A photo of a Sundress, on white background, high quality."
106906949,165648938,"An image of dark indigo denim high-waisted A-line shorts with a front slit, structured fit, sturdy cotton fabric, clean hem, and classic five-pocket detailing",Generate an image of high-waisted A-line denim shorts with a front slit,Generate an image of denim shorts, ,"A photo of a Shorts, on white background, high quality."
209099871,190308595,"An image of light wash distressed denim cutoff shorts with frayed raw hems, mid-rise waist, relaxed fit, in classic cotton denim",Generate an image of distressed cutoff denim shorts with a relaxed fit,Generate an image of denim shorts, ,"A photo of a Shorts, on white background, high quality."
171499174,151061775,"An image of bright blue high-waisted wide-leg palazzo pants in lightweight woven fabric, featuring a smooth high-rise waistband and a fluid drape",Generate an image of bright blue high waist wide leg palazzo pants,Generate an image of palazzo pants, ,"A photo of a Palazzo Pants, on white background, high quality."
113425415,113067787,"An image of a royal blue pleated midi A-line skirt crafted from lightweight polyester fabric, featuring a flowy mid-calf fit and a matching waist belt",Generate an image of a royal blue pleated midi A-line skirt,Generate an image of a pleated A-line skirt, ,"A photo of a Skirt, on white background, high quality."
77984286,78400358,"An image of a neon yellow pleated skater mini skirt made of lightweight woven fabric, featuring a high-rise waistband, fit-and-flare silhouette, crisp knife pleats, and mini length",Generate an image of a neon yellow flared skater mini skirt with pleats,Generate an image of a pleated mini skirt, ,"A photo of a Skirt, on white background, high quality."
191849996,166962661,"Generate an image of pink high-waisted tailored shorts crafted from structured woven fabric, featuring a fitted silhouette and a delicate scalloped hem",Generate an image of pink tailored high-waisted shorts,Generate an image of tailored shorts, ,"A photo of a Shorts, on white background, high quality."
167257213,182055692,"An image of light wash high-waisted ripped mom jeans made from cotton denim, relaxed tapered fit with distressed knee details",Generate an image of light wash high-waist mom jeans with a relaxed fit,Generate an image of ripped mom jeans, ,"A photo of a Jeans, on white background, high quality."
80143551,77131818,"An image of a fitted high-waisted pencil skirt in black and white vertical stripes, made from smooth woven fabric",Generate an image of a high-waisted fitted pencil skirt with black and white vertical stripes,Generate an image of a striped pencil skirt, ,"A photo of a Skirt, on white background, high quality."
71865261,79553954,An image of a light wash blue denim overlay mini skirt with a high-waisted fitted silhouette and layered front panel detail,Generate an image of a fitted light wash denim mini skirt with overlay detail,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
182542211,176110934,An image of high-waisted distressed blue denim cutoff shorts made from medium-wash cotton with raw frayed hems and a relaxed fit,Generate an image of high-waisted distressed denim cutoff shorts,Generate an image of cutoff denim shorts, ,"A photo of a Shorts, on white background, high quality."
153490762,134593248,"An image of high-waisted black ripped skinny jeans made from stretch denim, snug fit, classic five-pocket styling with distressed knee details",Generate an image of black high-waisted skinny jeans with ripped accents,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
6870122,14472709,"An image of dark wash denim cutoff shorts with a low-rise fit, frayed raw hems, classic five-pocket design, contrast stitching, and metal rivets",Generate an image of low-rise dark wash denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
119524688,94286682,"An image of black leather skinny jeans  with a high-rise waist, five-pocket styling, and a zip-fly closure",Generate an image of black skinny leather jeans,Generate an image of leather skinny jeans, ,"A photo of a Jeans, on white background, high quality."
204561978,164325549,"An image of light-wash cotton denim shorts in a regular fit, featuring cuffed hems, classic five-pocket styling, and subtle fading",Generate an image of light-wash regular-fit denim shorts with cuffed hems,Generate an image of cuffed denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
191677285,181800572,"An image of blue distressed skinny denim jeans crafted from stretch cotton denim in a slim fit, featuring frayed knee holes, whiskering, faded wash, and classic five-pocket styling",Generate an image of blue skinny denim jeans with distressed detailing,Generate an image of distressed skinny jeans, ,"A photo of a Jeans, on white background, high quality."
136479649,148940375,"An image of light-wash denim shorts in a high-waist fit, made of cotton denim, featuring heavy distressing and frayed hems",Generate an image of high-waist distressed denim shorts in a light wash,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
126839610,126844736,"An image of black denim low-rise short shorts featuring a snug, fitted silhouette and classic five-pocket styling",Generate an image of black low-rise short shorts with a fitted cut,Generate an image of short shorts, ,"A photo of a Short Shorts, on white background, high quality."
146504780,151276811,"An image of charcoal jogger leggings  made of stretchy knit fabric in a slim tapered fit, featuring black faux leather knee panels and ribbed cuffs",Generate an image of charcoal slim jogger leggings with faux leather knee panels,Generate an image of jogger leggings, ,"A photo of a Leggings, on white background, high quality."
146504780,151276811,"An image of charcoal jogger leggings  made of stretchy knit fabric in a slim tapered fit, featuring black faux leather knee panels and ribbed cuffs",Generate an image of charcoal slim jogger leggings with faux leather knee panels,Generate an image of jogger leggings, ,"A photo of a Jogger Leggings, on white background, high quality."
71962983,67644944,"An image of black opaque fleece-lined tights made of stretchy nylon-spandex fabric with a cozy brushed interior, full-length body-hugging fit, and smooth matte finish",Generate an image of black fleece-lined tights with a snug opaque fit,Generate an image of opaque tights, ,"A photo of a Tights, on white background, high quality."
121182953,78879882,"An image of black high-waisted ponte knit skinny pants with a sleek, form-fitting silhouette",Generate an image of black high-waist skinny ponte pants,Generate an image of skinny pants, ,"A photo of a Pants, on white background, high quality."
143556106,147387547,"An image of brown and orange plaid slim-flare trousers in woven fabric, fitted through the hips and thighs with a mid-rise tailored waistband and flared hems",Generate an image of brown-orange plaid slim-flare trousers,Generate an image of plaid flare trousers, ,"A photo of a Trousers, on white background, high quality."
168572695,167528052,"An image of  medium-blue denim boyfriend jeans in a relaxed fit, featuring heavy distressing with rips and frayed patches, cuffed hems, and classic five-pocket detailing",Generate an image of relaxed boyfriend jeans with cuffed hems and heavy distressing,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
